Ticker,Total Return (%),Volatility (%),Return/Risk
AMD,3518.351979392063,3.7918019464622255,927.8839003378611
AVGO,927.9827066152902,2.217088322718093,418.5591963596684
MSFT,691.9851443181459,1.766129312265826,391.80887804323635
AMZN,747.0115823890612,2.1024488189623463,355.30547790349794
AAPL,614.7936324445492,1.849351372464507,332.43743811932006
ADBE,613.885836240322,2.073366080124551,296.08173979746243
