Ticker,Total Return (%),Volatility (%),Sharpe Ratio
AMD,3518.351979392063,3.7918019464622255,0.9455818168098099
MSFT,691.9851443181459,1.766129312265826,0.9168317734054867
AVGO,927.9827066152902,2.217088322718093,0.8804581931896945
AAPL,614.7936324445492,1.849351372464507,0.8485212181583338
AMZN,747.0115823890612,2.1024488189623463,0.8415831853852158
ADBE,613.885836240322,2.073366080124551,0.7906729226934861
